"Ntsb_No","Event_Type","Mkey","Event_Date","City","State","Country","Report_No","N","Has_Safety_Rec","Report_Type","Original_Publish_Date","Highest_Injury_Level","Fatal_Injury_Count","Serious_Injury_Count","Minor_Injury_Count","Probable_Cause","Event_ID","Latitude","Longitude","Make","Model","AirCraft_Category","Airport_ID","Airport_Name","Amateur_Built","Number_Of_Engines","Scheduled","Purpose_Of_Flight","FAR","AirCraft_Damage","Weather_Condition","Operator","Report_Status","Rep_Gen_Flag","Docket_Url","Docket_Publish_Date","event_year","operator_type","sms_keywords"
"DCA23LA192","INC","106806",2023-02-27,"Boston","Massachusetts","United States",NA,"N280LJ, N179JB","FALSE","DirectorBrief","2023-08-03T04:00:00Z",NA,"0","0","0","The Hop-a-Jet flight crew taking off without a takeoff clearance which resulted in a conflict with a JetBlue flight that had been cleared to land on an intersecting runway.",NA,"42.37","-71.02","LEARJET INC, EMBRAER","60, ERJ 190-100 IGW","AIR,AIR","KBOS","Boston-Logan Innternational Airport","FALSE,FALSE","2,2","NSCH","POSI,","91121","None,None","VMC","Hop A Jet,JetBlue Airways","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106806","2023-08-03 18:30:00",2023,"Commercial","Operational"
"DCA22LA135","ACC","105317",2022-06-17,"New York","New York","United States",NA,"EI-EJL, F-GSPQ","FALSE","DirectorBrief","2023-04-20T04:00:00Z",NA,"0","0","0","The ITA Airways flightcrew’s misperception of the distance to maintain separation and safely pass the stopped Air France airplane.",NA,"40.64","-73.78","AIRBUS, BOEING","A330, 777","AIR,AIR","KJFK","John F kennedy International","FALSE,FALSE","2,2","SCHD",",","129129","Minor,Substantial","VMC","ITALIA TRASPORTO AEREO SPA(ITA Airways),Air France","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=105317","2023-04-20 19:00:00",2022,"Other","Other"
"ENG22LA020","INC","104937",2022-04-03,"West Palm Beach","Florida","United States",NA,"N63RP","FALSE","DirectorBrief","2023-06-13T04:00:00Z",NA,"0","0","0","An in-flight engine fire resulted from a fuel leak from fuel nozzle No. 16 pigtail-to-fuel manifold b-nut connection that contacted hot engine parts and ignited.  Contributing to the manifold fuel leak was the misalignment between fuel manifold female ferrule and fuel nozzle male bullnose sealing surfaces coupled with distress of the ferrule sealing surface.",NA,"26.69","-80.09","BOMBARDIER INC","BD-700-2A12","AIR","PBI","Palm Beach International","FALSE","2","NSCH","PERS","135","None","Unknown","MIRASOL SKY LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=104937","2023-06-13 21:00:00",2022,"Other","Technical"
"ENG21LA023","INC","102901",2021-03-26,"North Canton","Ohio","United States",NA,"N709PS","FALSE","DirectorBrief","2022-05-27T04:00:00Z",NA,"0","0","0","Moisture ingression thru the window humpseal coming into contact with the terminal block braid wires.",NA,"40.91","-81.44","BOMBARDIER INC","CL-600-2C10","AIR","CAK","AKRON-CANTON RGNL","FALSE","2","SCHD",NA,"121","Minor","VMC","PSA Airlines","Completed","FALSE",NA,NA,2021,"Commercial","Environmental"
"ENG21LA013","INC","102575",2021-01-29,"Ontario","California","United States",NA,"N363CM","FALSE","DirectorBrief","2021-12-20T05:00:00Z",NA,"0","0","0","The fatigue fracture and liberation of two airfoils from a low pressure turbine stage 5 nozzle segment that impacted and damaged the downstream low pressure stage 5 blades creating an initial imbalance load in the engine’s low pressure turbine rotor sufficient to allow all the low pressure turbine blades to lose radial blade clearance, contact static structure, and to fracture transversely across the airfoil.  The progressive failure of the low pressure rotor caused an increasingly imbalanced load that eventually resulted in the fracture of the oil supply tube that allowed oil to contact hot engine parts and smolder and ignite resulting in the undercowl fire.",NA,"34.06","-117.6","BOEING","767-338","AIR",NA,NA,"FALSE","2","SCHD",NA,"129","Minor","Unknown","MasAir","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=102575","2021-12-13 05:00:00",2021,"Other","Technical"
"ENG18IA036","INC","98289",2018-09-06,"Atlanta","Georgia","United States",NA,"N668DN","FALSE","DirectorBrief","2022-04-06T04:00:00Z",NA,"0","0","0","A right engine turbine uncontainment resulting from failure of the high pressure turbine (HPT) lenticular seal due to a fatigue crack originating from an overheated region at a knife edge tip.Contributing to the failure was Pratt & Whitney’s decision to introduce the temperature-resistant knife-edge coating as a new-part number lenticular seal on an attrition basis without the option to recoat existing lenticular seals, which delayed implementation of the more durable seal material into the fleet.",NA,"33.75","-84.39","Boeing","757","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","Minor","Unknown","Delta Air Lines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=98289","2022-04-05 04:00:00",2018,"Other","Technical"
"DCA18LA024","ACC","96383",2017-11-27,"Jamaica","New York","United States",NA,"SU-GDL, G-VRAY","FALSE","DirectorBrief","2022-05-04T04:00:00Z",NA,"0","0","0","The air traffic controller's improper instruction to the Egypt Air airplane flight crew to pass in an area where passing is prohibited, which led to a ground collision.",NA,"40.64","-73.78","BOEING, AIRBUS","777, A330","AIR,AIR","JFK","John F Kennedy International","FALSE,FALSE","2,2","SCHD",",","129129","Substantial,Substantial","VMC","Egypt Airlines,Virgin Atlantic Airways LTD","Completed","FALSE",NA,NA,2017,"Commercial","Other"
"OPS17IA014","INC","94762",2017-02-15,"San Francisco","California","United States",NA,"N214NN, N627VA","FALSE","DirectorBrief","2021-03-31T04:00:00Z",NA,"0","0","0","The local controller's issuance of a landing clearance for runway 28L to the ERJ170, and the subsequent issuance of line up and wait instructions to the A320 for runway 28L,  resulting in a runway incursion.",NA,"37.61","-122.36","EMBRAER S A, Airbus","ERJ 170-200 LR, A320","AIR,AIR","SFO","San Francisco Intl","FALSE,FALSE","2,2","SCHD","PUBU,","121121","None,None","VMC","Compass Airlines,Alaska Airlines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=94762","2021-03-31 13:00:00",2017,"Commercial","Operational"
"OPS17IA008","INC","94512",2016-12-14,"San Francisco","California","United States",NA,"N986SW, UNK","FALSE","DirectorBrief","2021-03-31T04:00:00Z",NA,"0","0","0","The captain’s inadvertent turn onto the incorrect taxiway and subsequent entry onto an active runway without a clearance, which resulted in the runway incursion.",NA,"37.62","-122.38","BOMBARDIER INC, BOEING","CL 600 2B19, 737","AIR,AIR","SFO","SAN FRANCISCO INTL","FALSE,FALSE","2,","SCHD",",","121121","None,None","VMC","SKYWEST AIRLINES INC,UNITED AIR LINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=94512","2021-03-31 13:00:00",2016,"Commercial","Operational"
"OPS16IA008","INC","93000",2016-04-07,"Dallas","Texas","United States",NA,"N304QS, N896NN","FALSE","DirectorBrief","2021-02-02T05:00:00Z",NA,"0","0","0","The controller's miscommunication of a clearance and failure to recognize and correct the readback resulting in the flight crew initiating takeoff without a clearance.",NA,"32.9","-97.04","EMBRAER S A, BOEING","EMB-505, 737 823","AIR,AIR","DFW","DALLAS-FORT WORTH INTL","FALSE,FALSE","2,2","SCHD",",","135121","None,None","VMC","NETJETS SALES INC,American Airlines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93000","2021-02-02 14:00:00",2016,"Commercial","Human Factors"
"ERA24LA351","ACC","194945",2024-08-18,"Washington","North Carolina","United States",NA,"N680SA","FALSE","DirectorBrief","2025-07-03T04:00:00Z","Minor","0","0","1","The flight crew’s failure to properly configure the airplane before landing and the captain’s subsequent failure to recognize the landing gear aural warning, which resulted in a gear-up landing. Contributing to the accident was the flight crew’s inadequate checklist use and crew coordination, and the known diminished capability of the airplane’s communication system.",NA,"35.57","-77.05","CESSNA","680","AIR","OCW","WASHINGTON-WARREN","FALSE","2",NA,"POSI","91","Substantial","VMC",NA,"Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=194945","2025-07-03 17:00:00",2024,"Other","Human Factors"
"CEN24LA115","ACC","193801",2024-02-14,"Bentonville","Arkansas","United States",NA,"N95GK","FALSE","DirectorBrief","2025-04-24T04:00:00Z","Minor","0","0","2","Improper rigging of the elevator cable over the upper guard pin, which resulted in a cable separation and loss of elevator control.",NA,"36.34","-94.22","BEECH","400","AIR","VBT","BENTONVILLE MUNI/LOUISE M THADEN FLD","FALSE","2",NA,"BUS","91","Substantial","VMC","PDII LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193801","2025-04-24 18:00:00",2024,"Other","Other"
"WPR24LA071","ACC","193641",2024-01-11,"Livingston","Montana","United States",NA,"N558RA","FALSE","DirectorBrief","2024-08-01T04:00:00Z","Minor","0","0","2","The flight crew’s decision to land on a snow-covered runway with a tailwind, resulting in a runway excursion and subsequent impact with terrain. Contributing to the accident, was the failure of the airport authority to plow the runway.",NA,"45.7","-110.45","LEARJET INC","55","AIR","LVM","MISSION FLD","FALSE","2",NA,"POSI","91","Substantial","VMC","ROYAL AIR FREIGHT INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193641","2024-08-01 17:00:00",2024,"Other","Environmental"
"DCA24MA063","ACC","193617",2024-01-05,"Portland","Oregon","United States","AIR2504","N704AL","TRUE","Report","2025-07-11T04:00:00Z","Minor","0","0","8","the in-flight separation of the left mid exit door (MED) plug due to Boeing Commercial Airplanes’ failure to provide adequate training, guidance, and oversight necessary to ensure that manufacturing personnel could consistently and correctly comply with its parts removal process, which was intended to document and ensure that the securing bolts and hardware that were removed from the left MED plug to facilitate rework during the manufacturing process were reinstalled. Contributing to the accident was the Federal Aviation Administration’s ineffective compliance enforcement surveillance and audit planning activities, which failed to adequately identify and ensure that Boeing addressed the repetitive and systemic nonconformance issues associated with its parts removal process.",NA,"45.45","-122.76","BOEING","737-9","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","Substantial","VMC","ALASKA AIRLINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193617","2024-08-09 17:00:00",2024,"Commercial","Human Factors"
"CEN23LA056","ACC","106387",2022-11-29,"Batesville","Arkansas","United States",NA,"N988MC","FALSE","DirectorBrief","2024-04-10T04:00:00Z","Minor","0","0","2","The crew’s failure to execute a go-around during the unstable approach and long landing, which resulted in a runway excursion.",NA,"35.73","-91.65","LEARJET INC","45","AIR","BVX","Batesville Regional Airport","FALSE","2",NA,"BUS","91","Substantial","IMC","Creamer Pilot Services LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106387","2024-04-10 17:00:00",2022,"Other","Technical"
"ERA22LA404","ACC","105897",2022-09-09,"Saint Cloud","Florida","United States",NA,"N77VJ","FALSE","DirectorBrief","2024-09-18T04:00:00Z","Minor","0","0","2","The pilot’s continuation of the instrument approach into known extreme precipitation and turbulence associated with a thunderstorm, resulting in excessive altitude deviations that required him to activate the Cirrus Airframe Parachute System.",NA,"28.2","-81.37","CIRRUS DESIGN CORP","SF50","AIR","ISM","Kissimmee Gateway","FALSE","1",NA,"PERS","91","Substantial","IMC",NA,"Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=105897","2024-09-18 17:00:00",2022,"Other","Other"
"WPR22LA344","ACC","105924",2022-09-09,"San Diego","California","United States",NA,"N26FN","FALSE","DirectorBrief","2024-10-03T04:00:00Z","Minor","0","0","2","The flight crew’s fast landing on a wet runway, which resulted in the airplane hydroplaning during the landing roll and subsequently overrunning the runway.",NA,"32.7","-117.21","GATES LEAR JET CORP.","36","AIR","NZY","NORTH ISLAND NAS /HALSEY FLD/","FALSE","2",NA,"OWRK","PUBU","Substantial","VMC","Strategic Airborne Operations","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=105924","2024-10-03 17:00:00",2022,"Other","Operational"
"ENG22LA002","INC","104029",2021-10-02,"Atlantic City","New Jersey","United States",NA,"N922NK","FALSE","DirectorBrief","2022-07-05T04:00:00Z","Minor","0","0","4","The ingestion of a bird into the right engine during the takeoff roll caused a fan blade to fracture near the blade platform resulting in high fan blade off loads and engine vibrations sufficient to result in an eventual failure of a fuel tube in the right engine that sprayed fuel onto hot engine cases, igniting an undercowl engine fire and triggering a rejected takeoff.",NA,"39.36","-74.46","AIRBUS","A320-271N","AIR","ACY","Atlantic City International Airport","FALSE","2","SCHD",NA,"121","Minor","VMC","Spirit Airlines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=104029","2022-07-05 16:00:00",2021,"Commercial","Technical"
"ERA21LA036","ACC","102225",2020-11-01,"Fernandina Beach","Florida","United States",NA,"N456FL","FALSE","DirectorBrief","2022-12-07T05:00:00Z","Minor","0","0","1","The flight crew's improper decision to land with a tailwind on a wet runway, which resulted in a runway overrun. Contributing to the accident was the copilot’s early retraction of the speed brakes and the pilot’s decision to turn off the anti-skid system.",NA,"30.61","-81.46","RAYTHEON","400A","AIR","FHB","Fernandina Beach Municipal Airport","FALSE","2","NSCH","OWRK","135","Substantial","IMC","Georgia Jet Inc.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=102225","2022-11-18 20:00:00",2020,"Commercial","Environmental"
"WPR19LA247","ACC","100176",2019-08-31,"El Monte","California","United States",NA,"N551WH","FALSE","DirectorBrief","2022-04-01T04:00:00Z","Minor","0","0","2","The pilot's failure to disengage the parking brake before takeoff, which resulted in decreased acceleration and a subsequent runway overrun following an aborted takeoff.",NA,"34.09","-118.03","Cessna","510","AIR","EMT","SAN GABRIEL VALLEY","FALSE",NA,NA,"PERS","91","Substantial","VMC",NA,"Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=100176","2022-03-21 11:00:00",2019,"Other","Technical"
"ERA19FA248","ACC","100066",2019-08-15,"Elizabethton","Tennessee","United States",NA,"N8JR","FALSE","DirectorBrief","2020-09-23T04:00:00Z","Minor","0","0","3","The pilot's continuation of an unstabilized approach despite recognizing associated cues and the flight crew's decision not to initiate a go-around before touchdown, which resulted in a bounced landing, a loss of airplane control, a landing gear collapse, and a runway excursion. Contributing to the accident was the pilot's failure to deploy the speedbrakes during the initial touchdown, which may have prevented the runway excursion, and the pilot's attempt to go around after deployment of the thrust reversers.",NA,"36.37","-82.18","Textron Aviation Inc","680A","AIR","0A9","Elizabethton Muni","FALSE","2",NA,"BUS","91","Destroyed","VMC","JRM Air LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=100066","2020-07-16 18:00:00",2019,"Other","Technical"
"DCA19MA143","ACC","99367",2019-05-03,"Jacksonville","Florida","United States",NA,"N732MA","FALSE","BoardBrief","2021-08-04T04:00:00Z","Minor","0","0","1","An extreme loss of braking friction due to heavy rain and the water depth on the ungrooved runway, which resulted in viscous hydroplaning. Contributing to the accident was the operator’s inadequate guidance for evaluating runway braking conditions and conducting en route landing distance assessments. Contributing to the continuation of an unstabilized approach were 1) the captain’s plan continuation bias and increased workload due to the weather and performing check airman duties and 2) the first officer’s lack of experience.",NA,"30.23","-81.66","Boeing","737","AIR","NIP","JACKSONVILLE NAS (TOWERS FLD)","FALSE","2","NSCH",NA,"121","Substantial","IMC","Miami Air International","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=99367","2021-04-21 20:00:00",2019,"Other","Environmental"
